0.239999995,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.180000007
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.109999999,-0.209999993
0.239999995,-0.239999995
0.180000007,-0.239999995
0.180000007,-0.239999995
0.180000007,-0.239999995
0.180000007,-0.239999995
0.180000007,-0.180000007
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.219999999
0.239999995,-0.180000007
0.239999995,-0.25
0.180000007,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.239999995
0.180000007,-0.280000001
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.310000002,-0.25
0.310000002,-0.209999993
0.25,-0.25
0.239999995,-0.25
0.170000002,-0.280000001
0.170000002,-0.180000007
0.170000002,-0.25
0.239999995,-0.209999993
0.239999995,-0.219999999
0.239999995,-0.219999999
0.180000007,-0.180000007
0.310000002,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.180000007
0.239999995,-0.209999993
0.180000007,-0.209999993
0.310000002,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.180000007
0.310000002,-0.209999993
0.310000002,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.239999995
0.180000007,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.25
0.170000002,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.209999993
0.180000007,-0.25
0.180000007,-0.219999999
0.310000002,-0.25
0.239999995,-0.25
0.239999995,-0.219999999
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.239999995,-0.25
0.180000007,-0.25
0.180000007,-0.219999999
0.180000007,-0.209999993
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.209999993
0.25,-0.209999993
0.25,-0.209999993
0.25,-0.209999993
0.25,-0.209999993
0.25,-0.209999993
0.25,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.25,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.209999993
0.239999995,-0.25
0.310000002,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.180000007,-0.209999993
0.310000002,-0.209999993
0.180000007,-0.239999995
0.239999995,-0.280000001
0.170000002,-0.209999993
0.239999995,-0.239999995
0.170000002,-0.180000007
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.25,-0.209999993
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.25,-0.180000007
0.239999995,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.170000002,-0.25
0.180000007,-0.209999993
0.180000007,-0.25
0.180000007,-0.25
0.310000002,-0.25
0.310000002,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.219999999
0.310000002,-0.25
0.310000002,-0.209999993
0.310000002,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.280000001
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.310000002,-0.209999993
0.189999998,-0.209999993
0.310000002,-0.25
0.189999998,-0.239999995
0.189999998,-0.209999993
0.189999998,-0.209999993
0.189999998,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.25999999,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.25
0.239999995,-0.180000007
0.129999995,-0.25
0.129999995,-0.25
0.129999995,-0.25
0.129999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.25999999,-0.25
0.239999995,-0.25
0.180000007,-0.219999999
0.180000007,-0.239999995
0.109999999,-0.209999993
0.239999995,-0.25
0.180000007,-0.25
0.239999995,-0.209999993
0.25999999,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.159999996,-0.209999993
0.25999999,-0.209999993
0.180000007,-0.280000001
0.180000007,-0.209999993
0.180000007,-0.209999993
0.310000002,-0.25
0.310000002,-0.25
0.310000002,-0.25
0.310000002,-0.25
0.310000002,-0.25
0.310000002,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.180000007,-0.25
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.310000002,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.25
0.239999995,-0.25
0.310000002,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.219999999
0.180000007,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.25
0.310000002,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.239999995
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.310000002,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.25
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.25,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.170000002,-0.209999993
0.239999995,-0.25
0.239999995,-0.25
0.180000007,-0.180000007
0.180000007,-0.25
0.180000007,-0.180000007
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.280000001
0.180000007,-0.180000007
0.180000007,-0.239999995
0.180000007,-0.209999993
0.180000007,-0.25
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.25,-0.180000007
0.109999999,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.109999999,-0.25
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.239999995
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.180000007,-0.25
0.170000002,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.180000007
0.310000002,-0.280000001
0.109999999,-0.280000001
0.25,-0.209999993
0.310000002,-0.209999993
0.170000002,-0.25
0.170000002,-0.209999993
0.170000002,-0.219999999
0.170000002,-0.25
0.239999995,-0.209999993
0.25,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.219999999
0.180000007,-0.180000007
0.180000007,-0.25
0.180000007,-0.25
0.239999995,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.209999993
0.180000007,-0.209999993
0.310000002,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.25
0.239999995,-0.219999999
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.239999995,-0.209999993
0.239999995,-0.180000007
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.25
0.25,-0.25
0.170000002,-0.25
0.170000002,-0.180000007
0.170000002,-0.25
0.170000002,-0.25
0.170000002,-0.25
0.170000002,-0.25
0.170000002,-0.25
0.180000007,-0.209999993
0.239999995,-0.219999999
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.180000007
0.25,-0.180000007
0.25,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.209999993
0.239999995,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.209999993
0.25,-0.180000007
0.25,-0.180000007
0.25,-0.25
0.25,-0.209999993
0.310000002,-0.209999993
0.180000007,-0.25
0.170000002,-0.25
0.170000002,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.180000007
0.170000002,-0.209999993
0.25,-0.25
0.180000007,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.180000007
0.239999995,-0.280000001
0.310000002,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.239999995,-0.25
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.209999993
0.180000007,-0.209999993
0.109999999,-0.25
0.109999999,-0.25
0.109999999,-0.25
0.109999999,-0.25
0.109999999,-0.25
0.109999999,-0.25
0.109999999,-0.209999993
0.109999999,-0.209999993
0.170000002,-0.219999999
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.25
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.209999993
0.239999995,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.209999993
0.310000002,-0.180000007
0.310000002,-0.180000007
0.310000002,-0.209999993
0.180000007,-0.209999993
0.310000002,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.25
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.239999995
0.180000007,-0.25
0.310000002,-0.180000007
0.310000002,-0.209999993
0.310000002,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.25,-0.209999993
0.180000007,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.239999995
0.239999995,-0.239999995
0.239999995,-0.239999995
0.239999995,-0.25
0.180000007,-0.25
0.239999995,-0.25
0.310000002,-0.239999995
0.180000007,-0.239999995
0.180000007,-0.239999995
0.180000007,-0.25
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.310000002,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.25
0.180000007,-0.209999993
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.239999995,-0.180000007
0.239999995,-0.25
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.180000007
0.25,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.170000002,-0.25
0.239999995,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.239999995,-0.180000007
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.25,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.239999995,-0.180000007
0.180000007,-0.209999993
0.239999995,-0.25
0.239999995,-0.219999999
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.180000007
0.180000007,-0.170000002
0.180000007,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.25
0.170000002,-0.25
0.170000002,-0.25
0.170000002,-0.25
0.239999995,-0.209999993
0.310000002,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.140000001
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.25
0.239999995,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.25
0.239999995,-0.25
0.180000007,-0.239999995
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.170000002
0.239999995,-0.209999993
0.170000002,-0.25
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.25
0.239999995,-0.25
0.310000002,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.310000002,-0.209999993
0.180000007,-0.25
0.239999995,-0.25
0.170000002,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.25
0.180000007,-0.209999993
0.239999995,-0.140000001
0.180000007,-0.180000007
0.239999995,-0.180000007
0.170000002,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.180000007,-0.209999993
0.109999999,-0.25
0.109999999,-0.209999993
0.109999999,-0.209999993
0.239999995,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.280000001
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.310000002,-0.25
0.239999995,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.180000007
0.180000007,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.239999995,-0.209999993
0.239999995,-0.239999995
0.239999995,-0.239999995
0.310000002,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.310000002,-0.239999995
0.310000002,-0.25
0.310000002,-0.209999993
0.239999995,-0.25
0.239999995,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.239999995,-0.25
0.239999995,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.209999993
0.239999995,-0.25
0.25,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.209999993
0.239999995,-0.25
0.310000002,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.209999993
0.310000002,-0.25
0.310000002,-0.25
0.239999995,-0.25
0.239999995,-0.25
0.180000007,-0.25
0.310000002,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.25
0.180000007,-0.25
0.180000007,-0.25
0.109999999,-0.25
0.239999995,-0.25
0.310000002,-0.239999995
0.239999995,-0.209999993
0.25,-0.209999993
0.25,-0.209999993
0.25,-0.209999993
0.25,-0.209999993
0.239999995,-0.25
0.239999995,-0.25
0.180000007,-0.25
0.239999995,-0.25
0.25,-0.25
0.180000007,-0.180000007
0.180000007,-0.219999999
0.180000007,-0.209999993
0.180000007,-0.209999993
0.180000007,-0.209999993
0.239999995,-0.209999993
0.109999999,-0.209999993
0.180000007,-0.25
0.180000007,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.209999993
0.170000002,-0.209999993
0.109999999,-0.209999993
0.239999995,-0.239999995
0.180000007,-0.180000007
0.180000007,-0.180000007
0.180000007,-0.180000007
